Intention to buy a Mazda,Gender,Age,Monthly family Income,Personal income,Marital status,City,Education Level household,Education Level,Social Class,When will purchase new car in months,TV ad x Mazda,Car Magazines Ad x Mazda,Online search x Mazda,Corporate website x Mazda,Internet Ad x Mazda,Test drive x Mazda,Car in dealer showroom x Mazda,Sales person at dealer x Mazda,Ads info in dealer showroom x Mazda,Car seen on street x Mazda,Professional reco mechanic etc x Mazda,Article in newspaper x Mazda,Car display in public places x Mazda,Actual Make of Car
1. High,Male ,26,4,4,Single,Sao Paulo ,4,4,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,CHEVROLET/GM 
1. High,Female ,53,6,6,Single,Rio de Janeiro ,3,4,5,3,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,FIAT 
1. High,Male ,43,7,7,Single,Recife/Salvador/Fortaleza ,5,5,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,HONDA 
1. High,Male ,32,6,6,Single,Sao Paulo ,5,5,2,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,RENAULT 
1. High,Male ,45,7,5,Single,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FORD 
1. High,Male ,37,6,5,Single,Sao Paulo ,5,5,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mazda 
1. High,Female ,40,5,4,Single,Rio de Janeiro ,5,5,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,CHEVROLET/GM 
1. High,Female ,38,5,3,Single,Sao Paulo ,4,4,4,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,CHEVROLET/GM 
1. High,Male ,57,6,6,Single,Rio de Janeiro ,4,4,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,HYUNDAI 
1. High,Female ,35,5,4,Single,Recife/Salvador/Fortaleza ,5,5,4,3,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,KIA 
1. High,Male ,37,6,6,Single,POA/Curitiba/Floripa ,5,5,2,3,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,FIAT 
1. High,Male ,55,7,6,Single,Rio de Janeiro ,4,4,2,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,HYUNDAI 
1. High,Male ,41,3,3,Single,Sao Paulo ,4,4,6,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,CITROEN 
1. High,Female ,33,6,3,Single,Rio de Janeiro ,4,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,FIAT 
1. High,Male ,54,4,4,Single,Sao Paulo ,4,5,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,CHEVROLET/GM 
1. High,Male ,40,6,5,Single,Rio de Janeiro ,4,4,4,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MITSUBISHI 
3. Low,Male ,38,5,5,Widowed,Sao Paulo ,3,3,5,6,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,41,3,2,Widowed,Sao Paulo ,4,4,5,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Female ,64,5,3,Widowed,Belo Horizonte ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,57,4,2,Widowed,Brasilia/Goiania ,4,4,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,RENAULT 
3. Low,Male ,46,5,5,Widowed,Recife/Salvador/Fortaleza ,4,4,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,59,8,8,Widowed,Belo Horizonte ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,FORD 
3. Low,Male ,21,4,4,Widowed,Sao Paulo ,4,4,5,6,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,31,5,4,Widowed,Belo Horizonte ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,46,5,5,Widowed,Rio de Janeiro ,5,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,TOYOTA 
3. Low,Male ,47,8,8,Widowed,Brasilia/Goiania ,5,5,3,6,No,No,No,No,No,No,No,No,No,No,No,No,No,HYUNDAI 
3. Low,Male ,55,5,4,Widowed,Sao Paulo ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
2. Medium,Male ,26,8,7,Widowed,Sao Paulo ,5,5,2,1,No,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
2. Medium,Female ,35,6,6,Widowed,POA/Curitiba/Floripa ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
2. Medium,Male ,53,6,4,Widowed,Rio de Janeiro ,4,4,4,6,No,No,No,No,No,No,No,No,No,No,No,No,No,PEUGEOT 
2. Medium,Male ,62,7,7,Widowed,POA/Curitiba/Floripa ,5,5,3,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,FORD 
2. Medium,Male ,35,7,7,Widowed,Sao Paulo ,5,5,2,2,Maybe,No,No,No,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Male ,34,3,3,Widowed,Sao Paulo ,4,4,6,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CHEVROLET/GM 
2. Medium,Male ,33,5,4,Widowed,Belo Horizonte ,4,4,5,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
2. Medium,Male ,59,5,5,Widowed,Sao Paulo ,4,4,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,FORD 
2. Medium,Female ,52,6,5,Widowed,Recife/Salvador/Fortaleza ,5,5,5,4,No,No,No,Yes,No,No,No,No,No,No,No,No,No, 
2. Medium,Male ,19,7,3,Widowed,Sao Paulo ,4,4,3,2,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,FIAT 
2. Medium,Male ,45,6,6,Widowed,Rio de Janeiro ,5,5,4,3,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,KIA 
2. Medium,Male ,60,6,6,Widowed,POA/Curitiba/Floripa ,5,5,2,1,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,Yes,No,No,No,No,No,CADILLAC 
2. Medium,Female ,36,4,3,Widowed,Sao Paulo ,4,4,4,5,Maybe,Yes,No,No,No,No,No,No,No,Yes,No,No,No,FIAT 
2. Medium,Male ,63,7,7,Widowed,Rio de Janeiro ,4,4,4,4,Maybe,Maybe,Yes,Yes,No,No,No,Yes,No,No,No,No,No,RENAULT 
1. High,Male ,44,4,3,Widowed,POA/Curitiba/Floripa ,4,4,3,4,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,RENAULT 
1. High,Male ,34,5,4,Widowed,Sao Paulo ,4,4,2,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Mazda 
1. High,Female ,45,5,4,Widowed,Sao Paulo ,5,5,3,5,Maybe,Maybe,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,VW 
1. High,Male ,63,7,7,Widowed,Belo Horizonte ,5,5,2,2,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,VW 
1. High,Male ,50,7,7,Widowed,POA/Curitiba/Floripa ,5,5,2,5,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,RENAULT 
1. High,Male ,56,5,4,Widowed,Sao Paulo ,5,5,2,3,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,FORD 
1. High,Male ,45,7,7,Widowed,Recife/Salvador/Fortaleza ,4,4,2,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,TOYOTA 
1. High,Female ,38,4,3,Widowed,Sao Paulo ,5,5,2,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,VW 
3. Low,Female ,34,6,5,Other,Rio de Janeiro ,1,5,5,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No, 
3. Low,Male ,62,5,4,Other,Sao Paulo ,4,4,3,3,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,32,6,3,Other,Belo Horizonte ,2,5,5,3,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Female ,47,3,2,Other,Sao Paulo ,4,4,5,6,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,31,3,2,Other,Rio de Janeiro ,3,3,4,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,36,3,2,Other,POA/Curitiba/Floripa ,4,4,6,4,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,44,5,4,Other,Sao Paulo ,4,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,24,4,2,Other,Sao Paulo ,5,5,3,2,No,No,No,No,No,No,No,No,No,No,No,No,No,HONDA 
3. Low,Female ,65,3,3,Other,Sao Paulo ,3,4,5,6,No,No,No,No,No,No,No,No,No,No,No,No,No, 
3. Low,Female ,39,5,4,Other,Recife/Salvador/Fortaleza ,5,5,4,6,No,No,No,No,No,No,No,No,No,No,No,No,No,FORD 
3. Low,Female ,23,6,4,Other,Rio de Janeiro ,4,5,3,4,No,No,No,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Male ,24,3,2,Other,Sao Paulo ,5,5,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FORD 
3. Low,Male ,27,6,5,Other,Rio de Janeiro ,5,5,2,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,HONDA 
3. Low,Male ,40,6,6,Other,Rio de Janeiro ,4,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,26,6,2,Other,Sao Paulo ,4,5,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
3. Low,Female ,52,6,4,Other,Belo Horizonte ,1,5,5,5,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,50,7,7,Other,Rio de Janeiro ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No, 
3. Low,Female ,28,6,5,Other,Recife/Salvador/Fortaleza ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,40,5,1,Other,Belo Horizonte ,5,4,4,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
3. Low,Female ,30,7,6,Other,Belo Horizonte ,2,5,4,3,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,50,7,7,Other,Belo Horizonte ,5,5,3,3,No,No,No,No,No,No,No,No,No,No,No,No,No,TOYOTA 
3. Low,Female ,65,5,4,Other,Recife/Salvador/Fortaleza ,4,4,4,6,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Female ,29,7,6,Other,Brasilia/Goiania ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Female ,35,3,2,Other,POA/Curitiba/Floripa ,3,5,4,1,No,No,No,No,No,No,No,No,No,No,No,No,No, 
3. Low,Male ,29,6,6,Other,POA/Curitiba/Floripa ,4,4,4,2,No,No,No,No,No,No,No,No,No,No,No,No,No,PEUGEOT 
3. Low,Female ,56,6,6,Other,Brasilia/Goiania ,5,5,3,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,FIAT 
3. Low,Female ,52,6,6,Other,Sao Paulo ,5,5,2,3,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
3. Low,Male ,55,6,6,Other,Sao Paulo ,5,5,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
3. Low,Male ,65,8,8,Other,Belo Horizonte ,5,5,2,4,No,No,No,No,No,No,No,No,No,No,No,No,No,CHANGAN 
3. Low,Female ,23,7,6,Other,Recife/Salvador/Fortaleza ,5,5,2,4,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
3. Low,Male ,40,5,4,Other,Recife/Salvador/Fortaleza ,5,5,4,6,No,No,No,No,No,No,No,No,No,No,No,No,No,FIAT 
3. Low,Male ,63,8,8,Other,Sao Paulo ,5,5,2,4,Maybe,No,No,No,No,No,No,No,No,No,No,No,No,MITSUBISHI 
3. Low,Male ,56,5,5,Other,Rio de Janeiro ,5,5,3,6,No,No,No,No,No,No,No,No,No,No,No,No,No,VW 
2. Medium,Female ,51,5,5,Other,Brasilia/Goiania ,5,5,4,5,No,No,No,No,No,No,No,No,No,No,No,No,No,Mazda 
2. Medium,Female ,63,6,6,Other,Sao Paulo ,4,4,3,5,No,No,No,No,No,No,No,No,No,No,No,No,No, 
2. Medium,Female ,23,4,1,Other,Sao Paulo ,5,5,3,4,No,No,Yes,No,No,No,No,No,No,No,No,No,No,CHEVROLET/GM 
2. Medium,Female ,62,5,4,Other,Sao Paulo ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No, 
2. Medium,Male ,53,7,7,Other,Sao Paulo ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,VW 
2. Medium,Male ,27,4,4,Other,Brasilia/Goiania ,4,4,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,CADILLAC 
2. Medium,Female ,23,5,5,Other,Belo Horizonte ,5,5,4,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,51,5,5,Other,Rio de Janeiro ,5,5,3,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,Mazda 
2. Medium,Female ,45,5,4,Other,Sao Paulo ,5,5,4,5,No,No,No,No,No,No,No,No,No,No,No,No,No, 
2. Medium,Female ,24,6,1,Other,Recife/Salvador/Fortaleza ,5,4,2,4,No,No,No,No,No,No,No,No,No,Yes,No,No,No,FORD 
2. Medium,Female ,40,4,4,Other,Belo Horizonte ,4,4,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
2. Medium,Female ,21,6,6,Other,Rio de Janeiro ,4,4,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,HONDA 
2. Medium,Male ,44,5,3,Other,Belo Horizonte ,3,4,4,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,VW 
2. Medium,Female ,58,7,5,Other,Recife/Salvador/Fortaleza ,5,5,2,3,No,No,No,No,No,No,No,No,No,No,No,No,No,RENAULT 
2. Medium,Female ,45,3,2,Other,Sao Paulo ,5,2,5,5,No,No,No,No,No,No,No,No,Yes,No,No,No,No,VW 
2. Medium,Female ,25,4,2,Other,POA/Curitiba/Floripa ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,FIAT 
2. Medium,Female ,50,5,4,Other,Rio de Janeiro ,5,5,4,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,No,Yes,No,No,No, 
2. Medium,Male ,33,5,2,Other,Recife/Salvador/Fortaleza ,4,4,4,5,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,VW 
2. Medium,Female ,41,5,4,Other,Rio de Janeiro ,4,4,4,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,FORD 
2. Medium,Male ,24,5,4,Other,Brasilia/Goiania ,4,4,5,5,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,FIAT 
2. Medium,Female ,28,5,5,Other,Sao Paulo ,4,4,4,1,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Mazda 
2. Medium,Female ,38,6,4,Other,Sao Paulo ,5,5,4,3,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,KIA 
2. Medium,Female ,20,5,1,Other,Sao Paulo ,4,4,4,1,Maybe,Maybe,Maybe,Maybe,No,No,No,No,No,No,No,No,No,FIAT 
2. Medium,Female ,25,7,1,Other,Recife/Salvador/Fortaleza ,5,5,2,5,No,No,No,No,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Female ,45,7,6,Other,Brasilia/Goiania ,5,5,1,2,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,KIA 
2. Medium,Female ,41,6,6,Other,Sao Paulo ,5,5,2,5,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,CITROEN 
2. Medium,Male ,37,5,2,Other,Brasilia/Goiania ,3,5,3,5,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,VW 
2. Medium,Female ,36,5,5,Other,Belo Horizonte ,4,4,4,5,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Female ,49,6,6,Other,Belo Horizonte ,5,5,3,4,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,FORD 
2. Medium,Female ,23,6,9,Other,Sao Paulo ,5,5,2,4,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,No,No,No,No,Yes,No,MITSUBISHI 
2. Medium,Female ,46,4,4,Other,Sao Paulo ,5,5,4,6,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,VW 
2. Medium,Female ,26,6,4,Other,Sao Paulo ,4,4,5,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,No,No,Yes,No,KIA 
2. Medium,Female ,31,8,6,Other,Sao Paulo ,5,5,2,3,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,CHEVROLET/GM 
2. Medium,Male ,48,8,7,Other,Brasilia/Goiania ,5,5,1,3,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,HYUNDAI 
2. Medium,Male ,40,5,5,Other,Belo Horizonte ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,CHEVROLET/GM 
2. Medium,Male ,37,4,3,Other,Recife/Salvador/Fortaleza ,5,5,4,2,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,FORD 
2. Medium,Female ,53,6,5,Other,Sao Paulo ,5,5,3,3,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,Yes,Yes,No,FORD 
2. Medium,Female ,65,5,3,Other,Sao Paulo ,4,4,4,3,No,Yes,No,No,No,No,No,No,No,No,No,No,No,VW 
2. Medium,Female ,21,3,1,Other,Sao Paulo ,2,5,5,4,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,FIAT 
2. Medium,Female ,55,6,6,Other,Sao Paulo ,5,5,3,3,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,HONDA 
2. Medium,Female ,55,6,4,Other,Sao Paulo ,5,5,3,2,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,HONDA 
2. Medium,Male ,29,5,5,Other,Sao Paulo ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,HYUNDAI 
2. Medium,Female ,65,5,5,Other,POA/Curitiba/Floripa ,4,4,2,3,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,FIAT 
2. Medium,Female ,33,5,4,Other,Brasilia/Goiania ,3,5,3,6,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Yes,No,No,No,No,Yes,No,PEUGEOT 
2. Medium,Female ,45,7,4,Other,Sao Paulo ,4,4,4,3,Maybe,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No,HYUNDAI 
2. Medium,Female ,42,5,5,Other,Recife/Salvador/Fortaleza ,5,5,2,2,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,VW 
2. Medium,Female ,21,5,5,Other,Recife/Salvador/Fortaleza ,4,4,4,4,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,HONDA 
1. High,Female ,33,4,2,Other,Rio de Janeiro ,4,4,6,6,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,FIAT 
1. High,Female ,64,5,5,Other,Rio de Janeiro ,5,5,3,3,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,FIAT 
1. High,Female ,51,5,1,Other,Rio de Janeiro ,5,4,2,3,Maybe,Maybe,Maybe,Maybe,Maybe,No,Yes,Yes,No,Yes,No,No,Yes,FORD 
1. High,Male ,45,5,5,Other,Sao Paulo ,5,5,2,4,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,FIAT 
1. High,Female ,47,6,5,Other,Sao Paulo ,5,5,2,3,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,HYUNDAI 
1. High,Female ,58,3,3,Other,Sao Paulo ,4,4,4,2,Maybe,Maybe,Maybe,Maybe,No,Yes,Yes,Yes,Yes,Yes,No,No,No,HYUNDAI 
1. High,Female ,28,6,5,Other,Sao Paulo ,5,5,4,3,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Mazda 
1. High,Male ,35,7,6,Other,Sao Paulo ,4,4,4,1,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,FORD 
1. High,Male ,51,6,6,Other,Belo Horizonte ,5,5,2,3,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,CHEVROLET/GM 
1. High,Female ,37,4,4,Other,Recife/Salvador/Fortaleza ,5,5,4,4,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,HYUNDAI 
1. High,Male ,23,5,5,Other,Rio de Janeiro ,4,4,5,3,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,RENAULT 
1. High,Female ,59,5,5,Other,Sao Paulo ,5,5,5,1,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,HYUNDAI 
1. High,Female ,39,5,4,Other,Sao Paulo ,5,5,3,3,Maybe,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,FIAT 
1. High,Male ,26,4,4,Other,Sao Paulo ,4,5,3,4,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,FORD 
1. High,Female ,42,4,4,Other,Belo Horizonte ,4,4,3,2,Maybe,Maybe,Maybe,Maybe,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,CITROEN 
1. High,Male ,65,6,6,Other,Sao Paulo ,5,5,3,4,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Yes,Yes,No,Yes,No,No,No,CITROEN 
1. High,Female ,22,6,5,Other,Belo Horizonte ,5,5,4,3,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,CHEVROLET/GM 
1. High,Female ,22,5,4,Other,Recife/Salvador/Fortaleza ,3,4,5,4,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,FORD 
1. High,Female ,32,7,7,Other,Brasilia/Goiania ,5,5,2,3,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,FIAT 
1. High,Male ,35,4,3,Other,Recife/Salvador/Fortaleza ,4,4,4,2,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,KIA 
1. High,Female ,36,5,4,Other,Brasilia/Goiania ,5,5,3,3,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,FIAT 
1. High,Male ,41,5,5,Other,Rio de Janeiro ,4,4,5,3,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,TOYOTA 
1. High,Female ,39,4,3,Other,Belo Horizonte ,4,4,4,3,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,HYUNDAI 
1. High,Male ,41,5,5,Other,Recife/Salvador/Fortaleza ,4,4,4,3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,HYUNDAI 
1. High,Female ,43,5,5,Other,Sao Paulo ,5,5,2,1,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,CITROEN 
1. High,Male ,34,6,5,Other,Sao Paulo ,5,5,2,3,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,VW 
1. High,Male ,34,5,3,Other,Sao Paulo ,4,5,4,4,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Mazda 
1. High,Male ,45,5,5,Other,Sao Paulo ,5,5,3,1,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,HYUNDAI 
1. High,Female ,46,3,3,Other,Sao Paulo ,4,4,5,4,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,VW 
1. High,Female ,43,3,2,Other,Sao Paulo ,4,4,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,FIAT 
1. High,Male ,45,4,3,Other,POA/Curitiba/Floripa ,3,3,3,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,VW 
1. High,Female ,40,4,4,Other,Sao Paulo ,4,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,VW 
1. High,Male ,63,4,4,Other,Rio de Janeiro ,4,4,4,4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,VW 
