Level of Risk,Date,Employment Length,Previous Home Ownership,Business Consumer,Customer Age in year,Bank,Salary,Down Payment,Down Payment Ratio,Market Value,LastDecision Score
1. Good,3/27/13,10,mortgage,Consumer,36.9,Wells Fargo,1589,59631,72.6,646595.5026,Yes
1. Good,3/26/13,10,own,Consumer,32.3,,1150,42000,82.35,468844.0185,Yes
1. Good,3/25/13,3,rent,Business,60.5,,,1530.96,1.78,253667.4937,Yes
1. Good,3/24/13,0,own,Consumer,32.8,,3100,3900,7.3,49053.72337,Yes
1. Good,3/23/13,,mortgage,Consumer,27.9,The Bank of New York Mellon,1000,690,1.86,289327.8659,Yes
1. Good,3/22/13,5,rent,Consumer,29.2,Foreign Bank,2150,16579.8,19.97,181265.5149,No
1. Good,3/21/13,2,rent,Business,40.5,,,1790.28,1.9,273061.0904,Yes
2. Average,3/20/13,8,rent,Consumer,44.8,JPMorgan Chase,3441,0,0,167137.3879,Yes
1. Good,3/19/13,7,mortgage,Consumer,60.2,Foreign Bank,2103,29097.09,32.01,345105.7461,Yes
1. Good,3/18/13,10,mortgage,Consumer,37.9,Wells Fargo,2500,0,0,234564.326,No
1. Good,3/17/13,1,own,Consumer,25.7,,1500,6000,6.62,85194.79485,Yes
1. Good,3/16/13,10,mortgage,Consumer,24.3,Bank of America,1730,7776,21.61,84003.76095,Yes
1. Good,3/15/13,3,mortgage,Business,57.7,Citigroup,,669.66,1.99,388871.7818,Yes
1. Good,3/14/13,10,rent,Consumer,36.8,US Bancorp,4800,47700,61.39,643081.828,Yes
1. Good,3/13/13,1,mortgage,Consumer,23.4,,2200,2400,7.41,415449.6686,Yes
1. Good,3/12/13,5,mortgage,Consumer,61.1,HSBC,1700,18600,50.82,225484.9286,Yes
1. Good,3/11/13,0,own,Business,58.1,Citigroup,,3349.77,2.1,469295.5829,Yes
1. Good,3/10/13,2,rent,Consumer,53.8,PNC,2800,9000,14,108420.1763,Yes
1. Good,3/9/13,,mortgage,Consumer,39.4,The Bank of New York Mellon,2292,64500,38.05,712232.9892,Yes
1. Good,3/8/13,5,rent,Consumer,48.8,JPMorgan Chase,1200,19035,47.55,253857.0568,Yes
1. Good,3/7/13,2,rent,Consumer,51.3,Citigroup,5690,8700,19.46,117588.3049,No
1. Good,3/6/13,10,mortgage,Business,45.9,,,1882.02,1.74,261637.1626,Yes
1. Good,3/5/13,5,mortgage,Consumer,51.7,,1620,20352,60.12,234332.5177,Yes
1. Good,3/4/13,10,rent,Consumer,43.4,Citigroup,2226,40863,84.49,598061.6732,Yes
1. Good,3/3/13,0,mortgage,Consumer,68.3,Citigroup,,0,0,158972.5525,Yes
1. Good,3/2/13,4,rent,Consumer,48.3,,2500,15081,40.13,157031.0184,Yes
1. Good,3/1/13,0,own,Business,71.6,,,3800.13,2.34,54864.58228,Yes
1. Good,2/28/13,10,mortgage,Consumer,56,Foreign Bank,1840,0,0,226487.398,Yes
1. Good,2/27/13,10,rent,Consumer,59.8,Bank of America,2100,0,0,265732.5463,Yes
2. Average,2/26/13,10,mortgage,Business,34.2,,,2314.95,2.92,398221.3607,Yes
1. Good,2/25/13,0,own,Business,52.6,Wells Fargo,,2877.72,3.19,436855.1841,Yes
1. Good,2/24/13,7,rent,Business,61.9,HSBC,,1695.48,2.06,291889.258,Yes
2. Average,2/23/13,4,rent,Business,35.2,Citigroup,,3219.12,2.04,418099.125,Yes
1. Good,2/22/13,10,mortgage,Consumer,24.6,,1519,0,0,248313.2808,Yes
1. Good,2/21/13,10,own,Consumer,22.9,Bank of America,1315,21096,53.96,248313.2808,Yes
1. Good,2/20/13,10,own,Consumer,46.8,Citigroup,,0,0,200300.0764,Yes
1. Good,2/19/13,7,rent,Consumer,31.1,Citigroup,1700,27600,77.97,299874.2495,Yes
1. Good,2/18/13,5,mortgage,Consumer,22,,1750,18000,29.58,183697.9728,Yes
1. Good,2/17/13,0,rent,Consumer,42.4,Wells Fargo,4200,1264.71,1.93,160920.3417,No
1. Good,2/16/13,10,mortgage,Consumer,43.1,,2555,46200,71.96,490683.1329,Yes
1. Good,2/15/13,6,rent,Consumer,33.3,US Bancorp,2100,21000,48.45,312062.4897,Yes
1. Good,2/14/13,3,mortgage,Business,43.8,,,1133.73,2.95,195385.4291,Yes
1. Good,2/13/13,6,rent,Business,71.3,Citigroup,,1438.62,2.33,181956.1332,Yes
1. Good,2/12/13,8,mortgage,Consumer,48.2,PNC,2400,30000,45.45,357478.5047,Yes
2. Average,2/11/13,2,mortgage,Business,32.8,,,0,0,158534.2858,Yes
1. Good,2/10/13,10,mortgage,Consumer,27.9,PNC,1500,44097,85.46,455831.4508,Yes
1. Good,2/9/13,10,mortgage,Business,43.2,US Bancorp,,1417.26,2.99,210335.4714,Yes
2. Average,2/8/13,5,mortgage,Business,28.8,,,9427.68,10.02,112805.3777,Yes
1. Good,2/7/13,6,rent,Business,52.3,US Bancorp,,1495.77,1.62,181265.5149,Yes
1. Good,2/6/13,10,mortgage,Consumer,60.8,Bank of America,1691.5,0,0,242700.0494,Yes
1. Good,2/5/13,5,own,Consumer,53,,2000,16665,29.24,213124.8817,Yes
1. Good,2/4/13,6,mortgage,Consumer,47.4,JPMorgan Chase,,0,0,182422.22,Yes
1. Good,2/3/13,,rent,Consumer,60.5,The Bank of New York Mellon,14068,76950,30,995699.1521,No
1. Good,2/2/13,0,own,Business,57.3,,,2857.35,2.39,339277.1731,Yes
1. Good,2/1/13,10,own,Consumer,45.6,Citigroup,2300,53100,63.9,629341.6047,Yes
1. Good,1/31/13,,own,Business,45,,,887.49,2.08,364689.2216,Yes
2. Average,1/30/13,2,rent,Consumer,22.7,,2050,0,0,169569.9071,Yes
1. Good,1/29/13,4,rent,Consumer,31.5,Citigroup,1109.41,15003,40,160667.5456,Yes
1. Good,1/28/13,10,mortgage,Business,44.1,Wells Fargo,,746.19,2.02,408134.0524,Yes
1. Good,1/27/13,10,mortgage,Business,32.3,Foreign Bank,,2371.77,1.65,313016.1081,Yes
1. Good,1/26/13,,mortgage,Business,57.8,JPMorgan Chase,,886.26,1.54,376981.1016,Yes
1. Good,1/25/13,3,rent,Consumer,52,Citigroup,1430,10495.8,11.76,125186.3115,Yes
2. Average,1/24/13,2,rent,Business,45.6,,,2258.43,1.89,292295.3612,Yes
1. Good,1/23/13,10,rent,Business,40.2,,,980.64,2.4,136276.0189,Yes
1. Good,1/22/13,2,rent,Consumer,48,PNC,3800,8100.03,13.21,95562.40794,Yes
1. Good,1/21/13,1,mortgage,Business,40.4,,,2626.86,1.95,390020.9306,Yes
1. Good,1/20/13,10,rent,Consumer,62,,1500,47100,72.35,480558.7826,Yes
2. Average,1/19/13,10,mortgage,Consumer,31.2,The Bank of New York Mellon,1060,0,0,230835.5486,Yes
2. Average,1/18/13,2,rent,Consumer,46.3,,1931,15000,16.43,175635.1899,Yes
1. Good,1/17/13,,rent,Consumer,43.5,The Bank of New York Mellon,,0,0,287870.446,Yes
1. Good,1/16/13,5,rent,Business,50.8,Citigroup,,16723.23,30,180044.7112,Yes
1. Good,1/15/13,10,mortgage,Consumer,59.8,JPMorgan Chase,1450,0,0,254416.934,Yes
1. Good,1/14/13,10,mortgage,Consumer,34.3,,2700,51000,62.96,696304.3043,Yes
1. Good,1/13/13,3,mortgage,Consumer,26.8,PNC,1897.57,0,0,154763.3422,Yes
1. Good,1/12/13,10,rent,Consumer,39.5,,2699.67,151901.23,91.8,1564530.483,Yes
1. Good,1/11/13,8,mortgage,Business,39.8,JPMorgan Chase,,906.54,1.99,163839.9614,Yes
1. Good,1/10/13,,rent,Consumer,18.5,The Bank of New York Mellon,1315,18000,41.13,201758.1332,Yes
1. Good,1/9/13,5,own,Consumer,22.8,Citigroup,1200,17010,44.75,230322.1948,No
1. Good,1/8/13,2,rent,Business,59.8,Citigroup,,0,0,170420.8567,Yes
1. Good,1/7/13,0,rent,Business,46.6,,,1159.62,1.63,174686.3696,Yes
1. Good,1/6/13,10,rent,Consumer,37.9,,3050,55800,86.11,639855.8953,Yes
1. Good,1/5/13,,rent,Business,49.2,Bank of America,,840.69,2.09,365917.3435,Yes
2. Average,1/4/13,5,rent,Business,48.2,JPMorgan Chase,,0,0,175653.1267,Yes
1. Good,1/3/13,10,mortgage,Business,54.3,HSBC,,517.47,1.32,319311.8104,Yes
1. Good,1/2/13,10,rent,Consumer,60.3,HSBC,0,1410.84,2.2,161501.5287,Yes
1. Good,1/1/13,1,rent,Business,26.3,Citigroup,,1290.63,1.7,214225.7716,Yes
1. Good,12/31/12,0,own,Consumer,63.5,JPMorgan Chase,2500,3000.48,8.93,363359.9004,No
1. Good,12/30/12,3,rent,Consumer,26.2,JPMorgan Chase,1364,10161,25.3,118779.6065,Yes
1. Good,12/29/12,10,rent,Consumer,43.5,Bank of America,3800,48897,76.52,558647.2957,Yes
1. Good,12/28/12,,rent,Business,42.7,Bank of America,,8379,12.25,112502.3809,Yes
3. Risk,12/27/12,5,rent,Consumer,29.3,HSBC,1801,78000,68.42,842595.8079,Yes
1. Good,12/26/12,10,mortgage,Consumer,48.1,HSBC,7400,123300.45,86.52,1486872.368,Yes
1. Good,12/25/12,10,mortgage,Consumer,25.2,,0,2124.78,2.03,341313.5723,Yes
1. Good,12/24/12,6,rent,Business,57.1,Foreign Bank,,1299.66,1.96,175653.1267,Yes
1. Good,12/23/12,1,rent,Consumer,35,,3426,0,0,159487.5141,Yes
1. Good,12/22/12,5,rent,Consumer,56.2,,3300,18630,30,243146.601,Yes
1. Good,12/21/12,3,rent,Consumer,41.9,,2000,13080,28.9,180502.0661,Yes
3. Risk,12/20/12,4,mortgage,Consumer,23.7,Wells Fargo,1630,33783,52.97,416679.57,Yes
1. Good,12/19/12,10,rent,Consumer,64.3,,1000,43827,46.28,488374.4391,Yes
1. Good,12/18/12,,mortgage,Consumer,28.2,The Bank of New York Mellon,1200,12030,13.69,171316.9039,Yes
1. Good,12/17/12,6,mortgage,Consumer,27.6,Citigroup,800,24000,44.44,252628.114,Yes
1. Good,12/16/12,2,mortgage,Consumer,55.8,Citigroup,8000,7501.68,8.28,110996.5276,Yes
1. Good,12/15/12,3,mortgage,Consumer,64.7,,4000,11850,28.32,125898.3354,Yes
1. Good,12/14/12,10,mortgage,Business,33.3,Wells Fargo,,1147.83,2.23,162821.0997,Yes
1. Good,12/13/12,10,rent,Consumer,23.6,Citigroup,2619,0,0,205746.4542,Yes
1. Good,12/12/12,10,rent,Consumer,50.8,,0,134300.75,86,1476517.953,Yes
1. Good,12/11/12,0,own,Consumer,46.7,Wells Fargo,2000,3051.99,8.58,367452.253,Yes
1. Good,12/10/12,1,own,Business,58,,,5247.57,2.11,58771.08861,No
1. Good,12/9/12,0,mortgage,Business,41.7,,,1590,1.61,256621.2308,Yes
1. Good,12/8/12,10,mortgage,Business,71.3,Citigroup,,1939.2,2.33,346826.399,Yes
1. Good,12/7/12,10,mortgage,Business,53.5,Foreign Bank,,1672.83,1.66,250524.9475,Yes
1. Good,12/6/12,2,own,Business,37.7,HSBC,,9949.56,16.88,106532.1989,Yes
1. Good,12/5/12,0,own,Consumer,48.1,Wells Fargo,4670,1015.74,1.53,181904.1827,Yes
1. Good,12/4/12,,own,Business,43.8,,,1240.8,2.91,190767.199,Yes
1. Good,12/3/12,3,mortgage,Consumer,24.3,,1500,14136,20.39,211321.3873,Yes
3. Risk,12/2/12,2,own,Consumer,24.8,Citigroup,2450,8280,20,94775.5723,No
1. Good,12/1/12,7,rent,Business,43.6,,,914.46,2.49,157221.3175,Yes
1. Good,11/30/12,8,mortgage,Business,64.8,,,0,0,180044.7112,Yes
1. Good,11/29/12,9,rent,Business,52.9,HSBC,,760.32,2.07,381328.3367,Yes
2. Average,11/28/12,10,mortgage,Business,38.7,,,3101.04,1.9,357068.0041,Yes
1. Good,11/27/12,10,mortgage,Consumer,51.4,Bank of America,1726,0,0,243953.0498,Yes
2. Average,11/26/12,8,mortgage,Consumer,59.8,Bank of America,1368,0,0,187063.3747,Yes
1. Good,11/25/12,9,mortgage,Consumer,62.6,,0,36000,54.55,399808.9466,Yes
1. Good,11/24/12,5,rent,Consumer,27.8,Citigroup,1700,17700,54.13,241067.8339,Yes
1. Good,11/23/12,7,rent,Consumer,58.5,Wells Fargo,3500,25500,25,346233.9592,Yes
1. Good,11/22/12,10,mortgage,Consumer,68.6,HSBC,1645,78564,90.97,1039044.635,Yes
2. Average,11/21/12,0,mortgage,Consumer,57.2,PNC,4000,0,0,133261.0291,Yes
1. Good,11/20/12,8,mortgage,Consumer,47.3,JPMorgan Chase,2792,30891,45.17,366445.1468,Yes
3. Risk,11/19/12,2,rent,Consumer,53.7,The Bank of New York Mellon,2419,6000,9.86,71491.75452,Yes
3. Risk,11/18/12,10,mortgage,Business,57.8,Foreign Bank,,3617.58,2.22,449027.0526,Yes
1. Good,11/17/12,2,rent,Consumer,58.3,US Bancorp,2588,0,0,161062.8062,Yes
1. Good,11/16/12,5,own,Consumer,27.9,,1450,18000,31.66,245675.4195,Yes
1. Good,11/15/12,10,mortgage,Business,54,Citigroup,,40831.47,18.49,574115.7848,Yes
1. Good,11/14/12,0,mortgage,Consumer,42.7,,0,852.27,1.79,359689.0968,Yes
1. Good,11/13/12,4,rent,Consumer,39.9,Citigroup,1350,14998.5,25.25,214950.7873,Yes
2. Average,11/12/12,0,rent,Business,34.8,,,0,0,125898.3354,Yes
2. Average,11/11/12,5,rent,Consumer,33.8,HSBC,3800,2286.99,5.9,388871.7818,Yes
1. Good,11/10/12,8,rent,Business,61.8,,,2849.4,1.81,315002.1467,Yes
2. Average,11/9/12,1,rent,Consumer,41.8,JPMorgan Chase,3133,0,0,146642.95,Yes
1. Good,11/8/12,10,mortgage,Consumer,53.3,Bank of America,1000,28500,40.43,403321.3593,Yes
1. Good,11/7/12,4,mortgage,Business,49.8,,,1592.88,1.64,248177.4072,Yes
1. Good,11/6/12,7,rent,Consumer,56.8,US Bancorp,18516,27000,34.62,398221.3607,Yes
1. Good,11/5/12,10,rent,Consumer,61.8,,9476.25,139800.9,67.11,1574884.898,Yes
3. Risk,11/4/12,0,rent,Consumer,25.8,JPMorgan Chase,2573.07,21000,24.56,250646.4958,Yes
1. Good,11/3/12,10,mortgage,Consumer,55.5,,5846,74400,57.45,1066999.999,No
1. Good,11/2/12,3,own,Consumer,64.7,,4280,12960,20,149682.7796,Yes
1. Good,11/1/12,,rent,Consumer,57.4,The Bank of New York Mellon,3250,15000.15,20.19,159368.3981,Yes
1. Good,10/31/12,10,mortgage,Business,37.7,HSBC,,624.21,1.57,271315.7298,Yes
1. Good,10/30/12,0,own,Consumer,64.8,Wells Fargo,2000,3447.84,12.54,470342.9048,Yes
2. Average,10/29/12,4,mortgage,Consumer,53.1,,2875,9990,18.66,146772.6379,Yes
1. Good,10/28/12,10,rent,Consumer,35.6,Citigroup,1733,56844,86.33,595889.5106,Yes
1. Good,10/27/12,9,rent,Consumer,76.2,,1677,38097,83.55,569609.6453,Yes
1. Good,10/26/12,8,mortgage,Consumer,34.3,US Bancorp,1600,31059,77.53,451478.4791,Yes
1. Good,10/25/12,2,mortgage,Consumer,26.5,JPMorgan Chase,1380,9002.52,14.27,117298.9446,Yes
3. Risk,10/24/12,0,mortgage,Consumer,33.7,,1534,0,0,164519.5463,Yes
1. Good,10/23/12,10,mortgage,Consumer,56.7,Bank of America,2300,12000.03,27.76,141696.612,Yes
2. Average,10/22/12,10,mortgage,Consumer,45.7,,3769,4800,5.99,63668.72239,Yes
1. Good,10/21/12,0,own,Consumer,31.7,Wells Fargo,1400,3004.29,3.46,385597.7025,Yes
2. Average,10/20/12,0,rent,Consumer,27.4,PNC,1780,1585.8,1.87,242842.3335,Yes
1. Good,10/19/12,5,mortgage,Consumer,37.8,HSBC,3500,16320,22.08,171962.3947,Yes
1. Good,10/18/12,10,mortgage,Consumer,63.3,JPMorgan Chase,3843,45000,41.94,568620.3514,Yes
3. Risk,10/17/12,0,rent,Consumer,45.2,PNC,2500,0,0,139063.9142,Yes
3. Risk,10/16/12,2,rent,Consumer,37.3,,1738,6000,13.7,68985.62237,Yes
1. Good,10/15/12,2,mortgage,Consumer,54.8,,3300,9420,10.89,124599.6716,Yes
3. Risk,10/14/12,7,mortgage,Consumer,39.3,PNC,4600,0,0,184185.7761,Yes
1. Good,10/13/12,2,rent,Consumer,59.3,Citigroup,864.84,9000,13.01,132893.3423,Yes
1. Good,10/12/12,10,own,Consumer,27.8,Bank of America,1250,31497,67.74,363391.1858,No
1. Good,10/11/12,6,rent,Business,54.8,Wells Fargo,,22503.06,20.11,240852.0592,Yes
1. Good,10/10/12,1,mortgage,Business,60.1,Foreign Bank,,2255.07,4.06,284855.1916,Yes
1. Good,10/9/12,10,mortgage,Consumer,20.2,PNC,1331,74196,83.18,1063037.006,Yes
1. Good,10/8/12,10,mortgage,Consumer,24,Bank of America,1100,6000,13.31,72234.81608,Yes
1. Good,10/7/12,,mortgage,Consumer,45.3,The Bank of New York Mellon,4500,0,0,286920.2086,Yes
1. Good,10/6/12,7,mortgage,Consumer,59.2,HSBC,1316,0,0,210775.9478,Yes
1. Good,10/5/12,10,mortgage,Consumer,31.2,,4200,73500,77.78,1054039.968,Yes
2. Average,10/4/12,9,rent,Consumer,32.3,,1977,15000,17.62,205191.7017,Yes
2. Average,10/3/12,2,mortgage,Business,32.6,,,0,0,147473.195,Yes
1. Good,10/2/12,8,mortgage,Consumer,24.8,PNC,1186,32187,68.21,363359.9004,Yes
1. Good,10/1/12,2,mortgage,Consumer,27.4,HSBC,2080,7497.24,11.11,102071.04,Yes
2. Average,9/30/12,10,rent,Consumer,41.1,,2059,2010.21,2.04,281163.1992,Yes
1. Good,9/29/12,2,rent,Consumer,32.8,Citigroup,1539,9000,13.64,120773.336,Yes
1. Good,9/28/12,7,mortgage,Business,48.1,Foreign Bank,,559.95,1,300057.5911,Yes
1. Good,9/27/12,1,own,Consumer,20.6,,1500,4800,11.21,62496.50942,Yes
1. Good,9/26/12,9,rent,Consumer,61,HSBC,4555,38560.14,51.3,392054.345,Yes
2. Average,9/25/12,6,mortgage,Consumer,36.2,,1695,93900,56.87,1133842.021,Yes
1. Good,9/24/12,5,rent,Consumer,30.1,JPMorgan Chase,,0,0,176759.4607,Yes
1. Good,9/23/12,10,rent,Consumer,72.3,Bank of America,2748,3,0,359201.7555,Yes
3. Risk,9/22/12,10,rent,Consumer,28.6,,1627.7,30000,57.81,418203.9133,Yes
1. Good,9/21/12,5,mortgage,Consumer,46.2,,3000,0,0,161825.9204,No
1. Good,9/20/12,3,mortgage,Consumer,42.8,,2360,1800,2.91,298462.8493,No
2. Average,9/19/12,3,rent,Consumer,19.9,Wells Fargo,0,0,0,157812.626,Yes
1. Good,9/18/12,1,own,Business,47.7,,,5471.31,16.39,70326.2101,Yes
2. Average,9/17/12,1,rent,Business,44.2,,,3092.07,1.96,448703.4492,Yes
1. Good,9/16/12,10,mortgage,Business,59.8,BB&T,,2763.69,1.97,306842.3559,Yes
1. Good,9/15/12,10,mortgage,Consumer,35.3,Foreign Bank,1250,52080,77.64,663142.4319,Yes
1. Good,9/14/12,5,mortgage,Consumer,51.8,,2157,0,0,200812.1995,Yes
2. Average,9/13/12,3,own,Consumer,26,Foreign Bank,1238,5553,12.58,71711.13622,Yes
2. Average,9/12/12,10,rent,Consumer,40.6,JPMorgan Chase,3280,1488.63,1.89,177149.0705,Yes
1. Good,9/11/12,10,mortgage,Consumer,48.7,,0,56700.03,35,672336.1458,Yes
1. Good,9/10/12,1,mortgage,Consumer,24.6,Citigroup,1500,6899.04,19.59,80674.27537,Yes
1. Good,9/9/12,6,mortgage,Consumer,44,PNC,1400,24651,73.25,322687.5084,Yes
1. Good,9/8/12,0,own,Consumer,26.2,,1010,3000,6.87,459302.5553,Yes
1. Good,9/7/12,1,rent,Business,60.1,Foreign Bank,,1428.72,4.4,223878.4389,Yes
1. Good,9/6/12,10,rent,Consumer,32.8,Bank of America,1600,25899.03,30.15,361687.9212,Yes
2. Average,9/5/12,0,mortgage,Business,43.6,The Bank of New York Mellon,,15133.5,10,182422.22,Yes
1. Good,9/4/12,,own,Business,58.8,Foreign Bank,,983.01,2.15,175678.9337,Yes
1. Good,9/3/12,10,mortgage,Consumer,60.3,Citigroup,1946.36,53439,66.93,542071.4178,Yes
2. Average,9/2/12,3,mortgage,Consumer,27.8,PNC,1702.79,0,0,165399.0557,Yes
1. Good,9/1/12,,mortgage,Consumer,43.9,The Bank of New York Mellon,953,90900,90.99,1262222.103,Yes
1. Good,8/31/12,1,rent,Consumer,44.2,Citigroup,0,0,0,152602.2421,Yes
1. Good,8/30/12,1,own,Business,38.4,Wells Fargo,,1446.69,1.8,215062.7366,Yes
1. Good,8/29/12,2,mortgage,Consumer,66.8,US Bancorp,1559,7650,10,112809.1652,Yes
1. Good,8/28/12,10,mortgage,Consumer,42.8,,1200,91500,83.61,965407.6395,Yes
1. Good,8/27/12,10,rent,Consumer,49.2,Citigroup,1350,0,0,243146.601,Yes
2. Average,8/26/12,2,rent,Business,49.4,Citigroup,,2359.17,3.08,408134.0524,Yes
2. Average,8/25/12,5,rent,Consumer,26.3,Citigroup,1600,0,0,214225.7716,Yes
1. Good,8/24/12,10,rent,Consumer,39.2,,5500,153001.26,86.12,1580062.106,Yes
1. Good,8/23/12,3,mortgage,Consumer,22.6,,1100,0,0,168067.0896,Yes
2. Average,8/22/12,10,mortgage,Business,44.1,Wells Fargo,,4588.65,3.09,62017.71201,Yes
3. Risk,8/21/12,4,rent,Business,46.8,The Bank of New York Mellon,,1177.41,2.69,157027.203,Yes
2. Average,8/20/12,10,rent,Consumer,21.6,JPMorgan Chase,1500,9000,14.78,114516.5457,Yes
1. Good,8/19/12,10,rent,Consumer,30.8,Foreign Bank,2450,78000,68.6,817822.1752,Yes
1. Good,8/18/12,10,own,Consumer,54.8,,5166,2545.23,2.51,398620.5455,Yes
1. Good,8/17/12,6,rent,Consumer,57.2,Citigroup,0,24000,29,281163.1992,Yes
1. Good,8/16/12,7,mortgage,Business,40.6,,,1922.1,2.82,286193.18,Yes
1. Good,8/15/12,,mortgage,Consumer,23.8,The Bank of New York Mellon,1280,0,0,263349.7976,Yes
1. Good,8/14/12,6,rent,Consumer,27.3,Foreign Bank,1600,21534,58.94,287186.3258,Yes
1. Good,8/13/12,10,mortgage,Consumer,49.1,Citigroup,1300,0,0,243820.5505,Yes
1. Good,8/12/12,10,rent,Consumer,54.4,Bank of America,1200,0,0,231968.0369,No
2. Average,8/11/12,4,mortgage,Business,36.4,,,180.75,3.01,354271.4294,Yes
1. Good,8/10/12,,mortgage,Consumer,62.5,The Bank of New York Mellon,3108,84966,84.99,1273769.264,Yes
1. Good,8/9/12,0,own,Consumer,49.5,PNC,1450,4500,13.04,65872.74883,Yes
1. Good,8/8/12,10,mortgage,Consumer,30.3,Bank of America,3000,45630,85.88,568574.5145,Yes
1. Good,8/7/12,10,rent,Consumer,48,Bank of America,1500,46500,81.58,619236.1659,Yes
2. Average,8/6/12,4,rent,Consumer,18.8,,1132,17100,51.82,233173.2924,Yes
1. Good,8/5/12,7,rent,Business,37.9,Foreign Bank,,1335.54,1.94,179366.2593,Yes
1. Good,8/4/12,6,rent,Consumer,37.3,,3200,21000,21.82,312353.1284,Yes
1. Good,8/3/12,7,mortgage,Consumer,36.8,Citigroup,3070,26346,36.93,349904.3079,Yes
1. Good,8/2/12,10,mortgage,Business,56.3,,,1771.5,2.82,305965.5086,Yes
1. Good,8/1/12,4,mortgage,Consumer,34,Foreign Bank,1571.39,0,0,192905.7736,Yes
1. Good,7/31/12,10,mortgage,Consumer,49.1,HSBC,1300,1122,2.39,157953.9784,Yes
1. Good,7/30/12,10,own,Consumer,44.3,PNC,1800,0,0,294319.211,Yes
1. Good,7/29/12,,mortgage,Business,42.3,The Bank of New York Mellon,,1055.1,1.52,171155.2932,Yes
2. Average,7/28/12,10,rent,Business,38.5,The Bank of New York Mellon,,6600,4.21,88973.64587,Yes
1. Good,7/27/12,2,rent,Business,44.7,Citigroup,,1011.45,1.47,152045.9969,Yes
2. Average,7/26/12,7,rent,Consumer,30.2,Wells Fargo,3113.88,30000,19.55,365322.5271,Yes
1. Good,7/25/12,1,own,Consumer,31.3,PNC,1200,5014.53,8.94,55603.13836,Yes
1. Good,7/24/12,10,rent,Consumer,26.3,Bank of America,1242,13497.6,24.32,189001.8085,No
2. Average,7/23/12,10,rent,Consumer,29.3,Wells Fargo,2885,0,0,262094.0251,Yes
1. Good,7/22/12,2,rent,Consumer,39.8,Citigroup,1800,0,0,161165.973,Yes
1. Good,7/21/12,10,rent,Consumer,60.8,Citigroup,1500,60000,44.87,803628.2037,Yes
2. Average,7/20/12,0,rent,Consumer,29,US Bancorp,5292,0,0,167620.9974,No
1. Good,7/19/12,8,rent,Consumer,31.8,Citigroup,2892,30042,42.78,376889.1694,Yes
1. Good,7/18/12,0,own,Consumer,24,,2800,3131.19,3,490138.0227,Yes
1. Good,7/17/12,10,rent,Consumer,31.1,PNC,2110,58359,72.17,750394.9479,Yes
1. Good,7/16/12,1,mortgage,Consumer,80.3,,1150,6330,18.99,65499.85173,Yes
1. Good,7/15/12,10,rent,Consumer,29.2,Bank of America,900,962.4,1.6,145259.3919,Yes
2. Average,7/14/12,8,mortgage,Business,35,,,180.75,3.01,330237.071,Yes
1. Good,7/13/12,10,mortgage,Business,37.8,,,1759.08,1.93,219887.4715,Yes
1. Good,7/12/12,,mortgage,Consumer,54.8,Citigroup,4500,0,0,348536.7466,Yes
1. Good,7/11/12,0,mortgage,Business,56,,,1981.26,1.95,335652.4035,Yes
2. Average,7/10/12,6,rent,Business,24.1,JPMorgan Chase,,0,0,176205.9688,Yes
1. Good,7/9/12,10,mortgage,Business,51.2,JPMorgan Chase,,1402.38,1.82,151460.1329,Yes
1. Good,7/8/12,6,own,Business,44.7,,,1973.52,2.23,335960.445,Yes
2. Average,7/7/12,2,rent,,,,0,0,0,139099.5073,Yes
1. Good,7/6/12,9,rent,Consumer,56,Citigroup,6000,35472,42.5,452539.421,Yes
1. Good,7/5/12,5,rent,Business,53.3,,,2702.31,1.71,326087.6403,Yes
1. Good,7/4/12,10,mortgage,Consumer,58.8,Bank of America,1800,21000,36.84,220636.6663,Yes
1. Good,7/3/12,5,mortgage,Consumer,21.4,Citigroup,1409,18000,35.68,245797.7955,Yes
1. Good,7/2/12,1,own,Business,42.5,,,5030.46,2.66,60645.16086,Yes
1. Good,7/1/12,8,mortgage,Consumer,21.2,Wells Fargo,1377,31500,60,386436.9245,Yes
1. Good,6/30/12,6,rent,Consumer,36.1,Citigroup,3800,23472,61.01,325041.1709,Yes
1. Good,6/29/12,0,own,Business,26.4,,,3221.37,2.98,435683.1826,No
1. Good,6/28/12,10,mortgage,Consumer,29.4,HSBC,4005,46233.6,27.52,528760.6997,Yes
1. Good,6/27/12,6,rent,Consumer,32.8,,3150,21150,25,256513.7009,Yes
2. Average,6/26/12,0,rent,Consumer,28.3,,1400,0,0,120738.8495,No
2. Average,6/25/12,8,mortgage,Consumer,39.5,Foreign Bank,1515,17349,24.39,174231.8725,Yes
1. Good,6/24/12,5,rent,Consumer,21.6,,1254.31,17895,42.71,210584.5826,Yes
2. Average,6/23/12,4,mortgage,Consumer,32.3,,2794,24210,30,336670.7501,Yes
1. Good,6/22/12,,rent,Consumer,57.8,Citigroup,2000,933.78,1.58,122885.4011,Yes
3. Risk,6/21/12,8,rent,Business,51.4,Citigroup,,16799.97,10,233250.4654,Yes
1. Good,6/20/12,8,rent,Consumer,47.6,,3380,31500,48.84,459302.5553,Yes
1. Good,6/19/12,9,mortgage,Consumer,32.7,Citigroup,5136,35154,35,353749.7697,No
